,LatDim_0,LatDim_1,split
Sample_001,-0.45458698,0.9222074,train
Sample_003,1.1751685,1.7535449,train
Sample_004,1.4640404,0.96662366,train
Sample_005,-0.04974574,-0.2692223,train
Sample_006,0.35506672,-0.4728121,train
Sample_007,-0.35320306,-0.9479881,train
Sample_008,-1.043585,-1.5764332,train
Sample_009,4.0744166,1.0030551,train
Sample_010,-0.8474092,0.43096742,train
Sample_012,-0.35145247,1.3052093,train
Sample_013,-0.09570637,1.428939,train
Sample_014,2.5238023,1.851408,train
Sample_016,-1.0208061,-0.82005787,train
Sample_017,-0.44640428,0.54081976,train
Sample_019,-0.6088482,1.1869074,train
Sample_024,0.18746883,0.613589,train
Sample_025,-0.33652055,0.01981486,train
Sample_026,0.036652803,0.5935559,train
Sample_027,1.9046106,0.679245,train
Sample_028,0.6222575,-0.8010008,train
Sample_030,1.1750941,-0.12196463,train
Sample_002,-0.28491125,0.5113162,valid
Sample_023,0.40347636,1.6176171,valid
Sample_029,0.6702784,-2.1336935,valid
