,Gene1,Gene2,Gene3,split
Sample_001,-0.061532915,-0.10092804,0.15790088,train
Sample_003,0.08753972,-0.047574792,0.05393913,train
Sample_004,0.08753972,-0.047574792,0.05393913,train
Sample_005,-0.44106817,0.28461176,-0.24946442,train
Sample_006,0.08753972,-0.047574792,0.05393913,train
Sample_007,-0.055695415,-0.09883879,0.15382987,train
Sample_008,-0.46819192,0.12815201,-0.04138625,train
Sample_009,-0.46289837,-0.24457712,0.43780914,train
Sample_010,0.08753972,-0.047574792,0.05393913,train
Sample_012,-0.66456085,0.5226911,-0.5035895,train
Sample_013,-1.0469391,0.54828566,-0.4463632,train
Sample_014,0.08814638,-0.048024807,0.054041866,train
Sample_016,0.08814638,-0.048024807,0.054041866,train
Sample_017,-0.076652706,0.015390765,0.011536013,train
Sample_019,0.08753972,-0.047574792,0.05393913,train
Sample_024,-0.5786749,0.45790556,-0.44035554,train
Sample_025,-0.69439286,0.13608046,0.001547996,train
Sample_026,-0.5691649,0.14545116,-0.03984921,train
Sample_027,0.08753972,-0.047574792,0.05393913,train
Sample_028,0.08814638,-0.048024807,0.054041866,train
Sample_030,0.08753972,-0.047574792,0.05393913,train
Sample_002,0.08876605,-0.048366334,0.05425504,valid
Sample_023,0.08876605,-0.048366334,0.05425504,valid
Sample_029,-0.20869462,-0.0055995174,0.06946408,valid
