,LatDim_0,LatDim_1,split
Sample_001,0.17056021,-1.2761137,train
Sample_003,-1.1546613,0.08863059,train
Sample_004,1.7204456,0.77763724,train
Sample_005,0.88039374,0.91690445,train
Sample_006,1.2406223,0.40064344,train
Sample_007,-0.18488705,-1.7768115,train
Sample_008,2.0040257,0.7075163,train
Sample_009,1.167805,-0.96434915,train
Sample_010,-0.27363238,-0.61621606,train
Sample_012,1.133477,0.98260087,train
Sample_013,0.963917,-0.06043671,train
Sample_014,1.685094,-1.6279196,train
Sample_016,-0.06171304,0.41506732,train
Sample_017,-0.8193831,-0.2795421,train
Sample_019,-1.9439486,0.1174495,train
Sample_024,1.025792,1.1561503,train
Sample_025,0.35470104,0.7363128,train
Sample_026,2.022118,-1.2273462,train
Sample_027,0.81406665,1.2514023,train
Sample_028,0.5213952,-2.6020892,train
Sample_030,0.15586993,0.09132613,train
Sample_002,1.1333871,2.5706306,valid
Sample_023,0.6257171,-0.2751714,valid
Sample_029,0.12214279,-0.7888885,valid
