,LatDim_0,LatDim_1,split
Sample_001,0.36206818,0.7002853,train
Sample_003,0.25186673,-2.935605,train
Sample_004,1.2620394,1.3013283,train
Sample_005,1.1637394,0.5711618,train
Sample_006,2.218122,-1.0492713,train
Sample_007,0.52885675,1.0949739,train
Sample_008,-0.563132,0.32370624,train
Sample_009,1.4279537,0.16244704,train
Sample_010,-0.40057746,-1.5812865,train
Sample_012,1.4047928,-0.8370407,train
Sample_013,0.54642147,0.9066343,train
Sample_014,0.9277735,-0.6616225,train
Sample_016,0.6578663,-0.9375242,train
Sample_017,-0.5731085,-0.59249246,train
Sample_019,-0.063655116,1.9297854,train
Sample_024,1.155219,-1.1329851,train
Sample_025,0.56813973,0.8618416,train
Sample_026,-1.2310911,1.1894331,train
Sample_027,1.8114066,-0.5897872,train
Sample_028,-1.713351,-0.27947807,train
Sample_030,1.6842759,-0.3223438,train
Sample_002,0.41250318,0.12317392,valid
Sample_023,0.4380175,0.73622394,valid
Sample_029,1.5825989,-1.0713675,valid
