,LatDim_0,LatDim_1,split
Sample_001,2.028919,1.006061,train
Sample_003,-0.70662075,0.7057219,train
Sample_004,3.1437702,-1.0904328,train
Sample_005,0.0858611,0.5611353,train
Sample_006,1.073582,-0.573401,train
Sample_007,-1.3499246,1.1849109,train
Sample_008,1.0260402,0.047400817,train
Sample_009,2.7223864,0.6456354,train
Sample_010,-0.46142617,-0.040677164,train
Sample_012,1.8042319,0.2626436,train
Sample_013,-1.4695574,-1.0678436,train
Sample_014,0.011282802,-0.1651319,train
Sample_016,1.4594434,-1.3246831,train
Sample_017,-0.10400433,2.4333262,train
Sample_019,0.70596594,0.07293727,train
Sample_024,-0.12191689,0.18663114,train
Sample_025,-1.02721,-0.5146663,train
Sample_026,1.6163255,0.9962517,train
Sample_027,2.3321955,-0.47393677,train
Sample_028,1.1710768,0.41664004,train
Sample_030,-1.6231744,-0.5654695,train
Sample_002,1.8176417,1.7573973,valid
Sample_023,0.7460221,-1.3722625,valid
Sample_029,-0.13564211,-0.5905987,valid
