,Gene1,Gene2,Gene3,split
Sample_001,-0.13090962,0.15294309,-0.15283036,train
Sample_003,0.08487605,-0.046128213,0.05294424,train
Sample_004,-0.8293247,0.21281087,-0.06558153,train
Sample_005,-0.22116333,-0.15567216,0.26613197,train
Sample_006,0.08487605,-0.046128213,0.05294424,train
Sample_007,-0.16830903,0.1760423,-0.17379762,train
Sample_008,0.08560593,-0.046501137,0.05315374,train
Sample_009,-1.4221454,0.45872635,-0.2429758,train
Sample_010,0.08487605,-0.046128213,0.05294424,train
Sample_012,-0.7267842,0.3631532,-0.2835799,train
Sample_013,0.08560593,-0.046501137,0.05315374,train
Sample_014,-0.38527393,-0.07063468,0.19520369,train
Sample_016,0.08487605,-0.046128213,0.05294424,train
Sample_017,-0.63488555,0.61788195,-0.63342506,train
Sample_019,0.08487605,-0.046128213,0.05294424,train
Sample_024,0.044346947,-0.06052292,0.08103738,train
Sample_025,0.08487605,-0.046128213,0.05294424,train
Sample_026,0.08487605,-0.046128213,0.05294424,train
Sample_027,-0.069699146,0.09647387,-0.09445965,train
Sample_028,-0.6808818,0.6603154,-0.67728734,train
Sample_030,-0.027281009,0.05768902,-0.054566234,train
Sample_002,-0.15954188,0.17669877,-0.17689745,valid
Sample_023,0.0862398,-0.046870388,0.053387325,valid
Sample_029,0.0862398,-0.046870388,0.053387325,valid
