,Gene1,Gene2,Gene3,split
Sample_001,0.108560145,-0.058259867,0.05898845,train
Sample_003,0.108560145,-0.058259867,0.05898845,train
Sample_004,-1.0227586,0.42371505,-0.3041414,train
Sample_005,-0.93534607,0.30020723,-0.16314971,train
Sample_006,0.108951025,-0.05846961,0.05912373,train
Sample_007,0.108560145,-0.058259867,0.05898845,train
Sample_008,-1.0101824,0.48478553,-0.38350108,train
Sample_009,0.008471303,-0.098117866,0.13292755,train
Sample_010,0.108560145,-0.058259867,0.05898845,train
Sample_012,0.108951025,-0.05846961,0.05912373,train
Sample_013,0.108560145,-0.058259867,0.05898845,train
Sample_014,-0.62987745,-0.3485227,0.601589,train
Sample_016,0.077484645,-0.07047493,0.08182258,train
Sample_017,0.108560145,-0.058259867,0.05898845,train
Sample_019,0.108951025,-0.05846961,0.05912373,train
Sample_024,0.090517476,-0.041451715,0.041494295,train
Sample_025,-0.49530452,0.4540104,-0.4618286,train
Sample_026,0.108560145,-0.058259867,0.05898845,train
Sample_027,0.10704332,-0.058856096,0.060103007,train
Sample_028,0.108560145,-0.058259867,0.05898845,train
Sample_030,0.108560145,-0.058259867,0.05898845,train
Sample_002,-1.1412061,0.7755642,-0.7317247,valid
Sample_023,0.10938611,-0.05863979,0.059162278,valid
Sample_029,0.10938611,-0.05863979,0.059162278,valid
