,Gene1,Gene2,Gene3,split
Sample_001,-0.5308002,0.2121729,-0.1612195,train
Sample_003,0.122656435,-0.06401924,0.061396178,train
Sample_004,0.122656435,-0.06401924,0.061396178,train
Sample_005,-0.7645014,0.24717726,-0.160594,train
Sample_006,0.009570055,0.04170782,-0.05092943,train
Sample_007,0.122656435,-0.06401924,0.061396178,train
Sample_008,0.094287485,-0.0763454,0.082710095,train
Sample_009,-0.6223512,0.33576584,-0.30143943,train
Sample_010,0.12301028,-0.06425367,0.061412048,train
Sample_012,0.050510995,-0.030414265,0.03285386,train
Sample_013,0.122656435,-0.06401924,0.061396178,train
Sample_014,-1.383721,0.7328866,-0.65589553,train
Sample_016,0.12301028,-0.06425367,0.061412048,train
Sample_017,0.071640745,-0.0163235,0.010723688,train
Sample_019,-0.33994296,0.18640378,-0.16613886,train
Sample_024,-0.26232624,0.085847564,-0.053385448,train
Sample_025,0.12301028,-0.06425367,0.061412048,train
Sample_026,0.122656435,-0.06401924,0.061396178,train
Sample_027,0.122656435,-0.06401924,0.061396178,train
Sample_028,-0.086374536,0.13140863,-0.14622857,train
Sample_030,0.048307538,-0.09632344,0.117255345,train
Sample_002,0.041533537,-0.10020177,0.12309763,valid
Sample_023,-0.42018113,0.05868584,0.011066496,valid
Sample_029,-0.6699374,0.37330437,-0.34080237,valid
