,LatDim_0,LatDim_1,split
Sample_001,0.08468956,0.083545655,train
Sample_003,0.7791754,-0.5956028,train
Sample_004,2.169039,-1.3700391,train
Sample_005,-0.75835055,1.285905,train
Sample_006,-0.19561875,0.95544386,train
Sample_007,0.048361808,0.19803557,train
Sample_008,2.0542228,0.17171617,train
Sample_009,2.2191174,0.44546118,train
Sample_010,0.0070271655,0.4797115,train
Sample_012,-2.39596,0.2175135,train
Sample_013,-1.2989495,0.8683028,train
Sample_014,-0.27680358,-1.4646766,train
Sample_016,-0.21407714,-0.9073274,train
Sample_017,-1.329078,0.61049825,train
Sample_019,-0.9454156,-0.4914729,train
Sample_024,0.8727671,-1.2010151,train
Sample_025,-1.367331,-0.48111832,train
Sample_026,0.0021451712,-1.7452921,train
Sample_027,2.2227473,-1.7372322,train
Sample_028,-0.41059214,-0.96253085,train
Sample_030,2.744259,-0.2304373,train
Sample_002,-0.92592734,-0.0787338,valid
Sample_023,1.2968929,-0.604831,valid
Sample_029,1.0750238,0.59095037,valid
