,LatDim_0,LatDim_1,split
Sample_001,0.7443789,-1.1461077,train
Sample_003,0.5298158,0.09114625,train
Sample_004,3.4902518,-0.49347004,train
Sample_005,0.80951214,-0.13554968,train
Sample_006,0.38248742,-0.5321152,train
Sample_007,0.22223026,1.8412393,train
Sample_008,1.2091501,-1.0389988,train
Sample_009,0.09610343,-2.5166903,train
Sample_010,-0.90068567,0.6955488,train
Sample_012,-1.2281723,0.1700504,train
Sample_013,1.270973,0.32442752,train
Sample_014,2.0711904,-0.24241248,train
Sample_016,-0.9252626,0.16577652,train
Sample_017,1.4365542,0.607939,train
Sample_019,-0.12040298,-1.439516,train
Sample_024,0.23110127,0.4066005,train
Sample_025,1.1373161,-0.29170546,train
Sample_026,0.37382615,-0.07166537,train
Sample_027,1.248652,-0.50703025,train
Sample_028,1.4180591,0.35212353,train
Sample_030,-0.5352141,0.64931685,train
Sample_002,-0.4727131,0.88971424,valid
Sample_023,0.39379126,2.062371,valid
Sample_029,1.2843515,0.56236833,valid
