,Gene1,Gene2,Gene3,split
Sample_001,0.029957967,-0.0076315873,0.024885211,train
Sample_003,-0.77620184,0.5964029,-0.55825883,train
Sample_004,-2.4007123,0.8532638,-0.49450192,train
Sample_005,0.029957967,-0.0076315873,0.024885211,train
Sample_006,-0.38887167,0.26624998,-0.2265605,train
Sample_007,-0.1519597,0.081594385,-0.045972314,train
Sample_008,-0.8728838,0.36252627,-0.23500581,train
Sample_009,-1.8608605,0.88520944,-0.6670152,train
Sample_010,0.030729894,-0.008452849,0.025239458,train
Sample_012,0.029957967,-0.0076315873,0.024885211,train
Sample_013,0.030729894,-0.008452849,0.025239458,train
Sample_014,-0.22000855,0.16024671,-0.13088475,train
Sample_016,-0.0549135,0.06831641,-0.05244698,train
Sample_017,0.029957967,-0.0076315873,0.024885211,train
Sample_019,0.029957967,-0.0076315873,0.024885211,train
Sample_024,0.030729894,-0.008452849,0.025239458,train
Sample_025,0.029957967,-0.0076315873,0.024885211,train
Sample_026,0.029957967,-0.0076315873,0.024885211,train
Sample_027,-1.3222573,0.49169216,-0.2931288,train
Sample_028,0.029957967,-0.0076315873,0.024885211,train
Sample_030,-0.062498093,-0.034897167,0.08254557,train
Sample_002,0.0005436428,-0.01837372,0.045021474,valid
Sample_023,0.031499173,-0.009132513,0.025717054,valid
Sample_029,-0.69765055,0.18328597,-0.04761232,valid
