,LatDim_0,LatDim_1,split
Sample_001,0.041862726,-0.08128827,train
Sample_003,-1.9492184,1.7761973,train
Sample_004,1.4758252,0.060546014,train
Sample_005,-0.91794455,1.4044513,train
Sample_006,-1.6794553,-1.3436205,train
Sample_007,1.0904653,-1.0653297,train
Sample_008,-1.2558297,-0.5858453,train
Sample_009,1.2067258,0.44956663,train
Sample_010,-0.65241,0.22948243,train
Sample_012,1.5374401,-1.1863561,train
Sample_013,0.4897045,0.39316338,train
Sample_014,-0.16065264,1.6384903,train
Sample_016,1.3970363,-0.6996295,train
Sample_017,2.8974047,2.4228454,train
Sample_019,-1.3289284,-1.2246068,train
Sample_024,-1.3284118,-1.988349,train
Sample_025,0.19467768,0.6430987,train
Sample_026,2.0995207,0.22315025,train
Sample_027,1.2320457,-0.4730184,train
Sample_028,-0.7493757,0.8941269,train
Sample_030,0.69304216,-0.84279454,train
Sample_002,1.7738848,-1.5769882,valid
Sample_023,0.8826471,2.101869,valid
Sample_029,0.24686003,0.4750877,valid
