,Gene1,Gene2,Gene3,split
Sample_001,0.057200566,-0.028608112,0.03981006,train
Sample_003,0.057200566,-0.028608112,0.03981006,train
Sample_004,-0.6609523,0.55505663,-0.5411884,train
Sample_005,-1.0333785,0.35292014,-0.1842223,train
Sample_006,0.057200566,-0.028608112,0.03981006,train
Sample_007,-0.51821166,0.49460652,-0.498078,train
Sample_008,-0.11486639,0.12785007,-0.12103596,train
Sample_009,0.05786592,-0.029119762,0.04012446,train
Sample_010,0.057200566,-0.028608112,0.03981006,train
Sample_012,0.057200566,-0.028608112,0.03981006,train
Sample_013,-0.07852258,-0.07209475,0.13033116,train
Sample_014,-0.09954655,-0.07883097,0.14435318,train
Sample_016,-0.6803162,0.64235777,-0.65028965,train
Sample_017,0.057200566,-0.028608112,0.03981006,train
Sample_019,0.057200566,-0.028608112,0.03981006,train
Sample_024,0.057200566,-0.028608112,0.03981006,train
Sample_025,0.05786592,-0.029119762,0.04012446,train
Sample_026,-0.4607557,0.4423626,-0.4443689,train
Sample_027,-1.4929113,0.5718324,-0.35537705,train
Sample_028,0.05786592,-0.029119762,0.04012446,train
Sample_030,0.0147741735,-0.042201824,0.06810652,train
Sample_002,0.058518227,-0.029581277,0.040506944,valid
Sample_023,-0.6071909,0.22525683,-0.12439716,valid
Sample_029,0.058518227,-0.029581277,0.040506944,valid
