,LatDim_0,LatDim_1,split
Sample_001,-1.3022904,1.5019443,train
Sample_003,-0.74336797,-0.16829912,train
Sample_004,2.4542177,0.5807419,train
Sample_005,0.8909825,-0.5087431,train
Sample_006,0.21236385,-0.7041362,train
Sample_007,-1.1471622,0.011043685,train
Sample_008,3.6882854,0.7422056,train
Sample_009,1.3574209,1.2504815,train
Sample_010,0.2686358,-0.98558414,train
Sample_012,1.9129322,0.22966456,train
Sample_013,-0.12576278,0.48628718,train
Sample_014,0.58646303,-0.43561918,train
Sample_016,-1.054734,-0.00037002625,train
Sample_017,2.173583,0.6229343,train
Sample_019,2.4259233,-0.20267236,train
Sample_024,0.58672667,1.7858913,train
Sample_025,1.4049475,0.48498413,train
Sample_026,1.9094502,-1.4709581,train
Sample_027,1.5976648,1.0464083,train
Sample_028,0.55452555,1.2523556,train
Sample_030,-0.74965,-0.3393594,train
Sample_002,0.63823116,0.044963095,valid
Sample_023,-0.016884625,0.71736133,valid
Sample_029,-0.22928077,0.46317884,valid
