,Gene1,Gene2,Gene3,split
Sample_001,-0.08041315,-0.14824998,0.21100731,train
Sample_003,-0.36343932,0.3871525,-0.4152279,train
Sample_004,-0.16027398,-0.0772172,0.13612378,train
Sample_005,0.119630024,-0.06256193,0.06090691,train
Sample_006,0.04853815,0.0041665807,-0.009494659,train
Sample_007,0.119630024,-0.06256193,0.06090691,train
Sample_008,0.119630024,-0.06256193,0.06090691,train
Sample_009,-1.3176636,0.40811667,-0.24928203,train
Sample_010,0.12017116,-0.06260107,0.0611522,train
Sample_012,-0.3798862,0.15115824,-0.11085855,train
Sample_013,-0.8436691,0.46002275,-0.41121146,train
Sample_014,0.11605162,-0.059230607,0.057379875,train
Sample_016,-0.029130608,0.05929961,-0.06450725,train
Sample_017,0.12017116,-0.06260107,0.0611522,train
Sample_019,0.119630024,-0.06256193,0.06090691,train
Sample_024,0.119630024,-0.06256193,0.06090691,train
Sample_025,0.07809586,-0.0805671,0.09258636,train
Sample_026,0.119630024,-0.06256193,0.06090691,train
Sample_027,-0.65198207,0.0875915,0.025175951,train
Sample_028,0.119630024,-0.06256193,0.06090691,train
Sample_030,0.119630024,-0.06256193,0.06090691,train
Sample_002,-0.45504963,0.16882136,-0.11738743,valid
Sample_023,0.12053329,-0.06280396,0.06120017,valid
Sample_029,0.12053329,-0.06280396,0.06120017,valid
