,LatDim_0,LatDim_1,split
Sample_001,1.408127,1.0472645,train
Sample_003,-0.6666926,-2.7059712,train
Sample_004,1.5463204,-0.8066759,train
Sample_005,0.026836574,-2.5626955,train
Sample_006,-1.3929619,0.0650578,train
Sample_007,-0.6731367,-0.44072673,train
Sample_008,0.4017015,1.1974607,train
Sample_009,0.31357294,0.9326736,train
Sample_010,1.8810743,0.9215175,train
Sample_012,-0.80821157,-0.14720578,train
Sample_013,-0.7742832,0.053574428,train
Sample_014,-0.61213285,0.5170059,train
Sample_016,2.2489882,1.381838,train
Sample_017,-1.7018995,0.058938753,train
Sample_019,-0.22888985,-0.8424459,train
Sample_024,0.31463993,1.0743872,train
Sample_025,-0.3157931,1.1701741,train
Sample_026,1.6316602,1.8040975,train
Sample_027,2.721179,0.8298648,train
Sample_028,1.3706563,0.999286,train
Sample_030,0.88945615,-0.29554185,train
Sample_002,0.36540627,0.9533521,valid
Sample_023,0.10328901,2.9561563,valid
Sample_029,0.8770076,0.66619176,valid
