,Gene1,Gene2,Gene3,split
Sample_001,-0.024763877,0.041564915,-0.02435255,train
Sample_003,-0.23218691,0.22705622,-0.21355562,train
Sample_004,-1.0126368,0.8332494,-0.80304784,train
Sample_005,0.02842884,-0.0060602995,0.024034783,train
Sample_006,-1.493953,0.47656697,-0.22286908,train
Sample_007,0.029204004,-0.0069084405,0.024438767,train
Sample_008,0.02842884,-0.0060602995,0.024034783,train
Sample_009,0.029204004,-0.0069084405,0.024438767,train
Sample_010,0.02842884,-0.0060602995,0.024034783,train
Sample_012,-0.2494932,0.24277255,-0.22878002,train
Sample_013,-0.88520396,0.12774464,0.07728006,train
Sample_014,-0.17995282,-0.06676509,0.15408632,train
Sample_016,-0.18021019,0.12730454,-0.09668824,train
Sample_017,-0.6756051,0.04065669,0.13795179,train
Sample_019,-0.31057537,-0.10481746,0.23560822,train
Sample_024,0.0035505723,-0.013307722,0.039561376,train
Sample_025,-0.5816501,0.43968686,-0.40238678,train
Sample_026,-0.70525265,-0.22220477,0.48270372,train
Sample_027,-0.951701,0.5466416,-0.44768852,train
Sample_028,-0.085885726,0.09628934,-0.0799527,train
Sample_030,0.02842884,-0.0060602995,0.024034783,train
Sample_002,0.029957967,-0.0076315873,0.024885211,valid
Sample_023,0.029957967,-0.0076315873,0.024885211,valid
Sample_029,-0.060249425,0.073091306,-0.05730891,valid
