,Gene1,Gene2,Gene3,split
Sample_001,0.0119628655,0.0085321395,0.011890015,train
Sample_003,-0.3454724,-0.08809075,0.23040967,train
Sample_004,-0.3232208,-0.08160801,0.21427579,train
Sample_005,0.0119628655,0.0085321395,0.011890015,train
Sample_006,0.0119628655,0.0085321395,0.011890015,train
Sample_007,0.0119628655,0.0085321395,0.011890015,train
Sample_008,0.012907383,0.008019262,0.012820039,train
Sample_009,-0.9620204,0.017024416,0.25049624,train
Sample_010,0.0119628655,0.0085321395,0.011890015,train
Sample_012,-2.2955456,1.2060732,-0.94449633,train
Sample_013,0.0119628655,0.0085321395,0.011890015,train
Sample_014,-0.25393793,-0.06297593,0.1724424,train
Sample_016,-0.07861533,0.060103394,-0.031549275,train
Sample_017,-0.93961173,0.61873865,-0.53166074,train
Sample_019,-0.14610139,0.15073256,-0.13091335,train
Sample_024,-0.8898519,0.31116942,-0.1481447,train
Sample_025,-0.92707837,0.507554,-0.39078584,train
Sample_026,-0.4203528,0.37846327,-0.35542247,train
Sample_027,-1.5662826,0.87351453,-0.70157564,train
Sample_028,0.0119628655,0.0085321395,0.011890015,train
Sample_030,0.0119628655,0.0085321395,0.011890015,train
Sample_002,0.01367504,0.0073913587,0.013744001,valid
Sample_023,0.01367504,0.0073913587,0.013744001,valid
Sample_029,-0.10530293,-0.024521515,0.086326666,valid
