,LatDim_0,LatDim_1,split
Sample_001,0.48562565,-1.4870877,train
Sample_003,-0.55253226,0.54904896,train
Sample_004,0.74573684,0.62050116,train
Sample_005,0.25118178,-0.7449872,train
Sample_006,1.9094787,0.69918436,train
Sample_007,-0.20191696,-1.2267214,train
Sample_008,-1.0664071,0.037276313,train
Sample_009,2.9676447,0.71151924,train
Sample_010,-0.5187677,-0.21636036,train
Sample_012,0.51885796,0.12700674,train
Sample_013,-1.4854817,-0.010242875,train
Sample_014,1.7410347,-2.3648505,train
Sample_016,-0.49547988,0.3758129,train
Sample_017,1.7810091,0.27912205,train
Sample_019,0.08640885,-0.5420762,train
Sample_024,0.87026274,0.29224825,train
Sample_025,0.11904276,-0.6976999,train
Sample_026,1.4332068,-0.6047798,train
Sample_027,-0.41460288,-0.6600945,train
Sample_028,1.251263,0.016032124,train
Sample_030,-1.756421,-1.8231909,train
Sample_002,1.0258521,0.10766905,valid
Sample_023,-0.3803746,-2.99239,valid
Sample_029,0.79115206,-0.59239113,valid
