,LatDim_0,LatDim_1,split
Sample_001,-0.50318253,-0.37891322,train
Sample_003,1.2906693,1.5173491,train
Sample_004,4.4307027,-1.2664127,train
Sample_005,0.61102456,-0.30485657,train
Sample_006,1.080067,0.51410925,train
Sample_007,0.9166677,0.00761511,train
Sample_008,1.0509866,-0.655468,train
Sample_009,3.1524978,0.38584852,train
Sample_010,-0.4978971,0.069179215,train
Sample_012,-2.267107,0.99990666,train
Sample_013,-1.0293304,-0.52439755,train
Sample_014,0.9123509,0.31187254,train
Sample_016,0.4148659,0.6805514,train
Sample_017,0.17183825,-1.1704049,train
Sample_019,-0.72070354,-0.5552077,train
Sample_024,-0.05365503,0.073932834,train
Sample_025,-0.5426871,0.28644952,train
Sample_026,0.5531156,-0.8821335,train
Sample_027,1.5393896,-0.9916915,train
Sample_028,0.07661477,-0.5522493,train
Sample_030,0.941685,-0.5161353,train
Sample_002,0.51255655,-0.80592734,valid
Sample_023,-1.7242717,3.194787,valid
Sample_029,1.6385481,-0.6581046,valid
