,LatDim_0,LatDim_1,split
Sample_001,-0.3225286,0.39910957,train
Sample_003,-0.07537611,-0.79802626,train
Sample_004,0.8726111,-0.29254556,train
Sample_005,0.6886824,-1.3121004,train
Sample_006,0.9850828,-1.0891194,train
Sample_007,-0.13551664,-0.39755416,train
Sample_008,-1.4261642,0.12521188,train
Sample_009,1.2975155,0.40917528,train
Sample_010,-0.97942156,-2.5120075,train
Sample_012,-0.8619987,1.3327215,train
Sample_013,-0.16923031,0.7817129,train
Sample_014,2.4661007,-0.36625585,train
Sample_016,0.85673785,-0.3180399,train
Sample_017,-0.6557439,-1.510843,train
Sample_019,-1.5651485,-1.1942434,train
Sample_024,2.0089817,-0.4593455,train
Sample_025,-0.3031314,-1.1636908,train
Sample_026,0.74554914,0.0026722914,train
Sample_027,1.3145051,-0.3285022,train
Sample_028,0.9523041,2.6002688,train
Sample_030,0.043657094,0.21773231,train
Sample_002,1.0536134,1.1339438,valid
Sample_023,-2.0353935,1.3469431,valid
Sample_029,1.6732491,-0.24647662,valid
