,LatDim_0,LatDim_1,split
Sample_001,0.2522633,-2.5288134,train
Sample_003,-0.7119655,0.09883202,train
Sample_004,-0.25141847,-0.40023866,train
Sample_005,0.40555876,-0.6287995,train
Sample_006,1.0032252,0.15413497,train
Sample_007,1.9975885,-0.8093954,train
Sample_008,0.567505,-0.59182686,train
Sample_009,-0.5779983,-0.549388,train
Sample_010,1.2794377,1.870273,train
Sample_012,1.9285905,-0.16431402,train
Sample_013,-1.2268851,-0.70597523,train
Sample_014,0.86652213,0.38670063,train
Sample_016,0.37619993,-1.63944,train
Sample_017,1.5487578,0.15288706,train
Sample_019,-0.5921866,-0.57329756,train
Sample_024,-0.7408973,-0.12903759,train
Sample_025,0.20967159,0.59362996,train
Sample_026,1.6213942,-0.36602858,train
Sample_027,0.5391145,-0.42752615,train
Sample_028,1.7261914,-1.4483124,train
Sample_030,1.1000935,-0.8085498,train
Sample_002,0.836043,1.8842429,valid
Sample_023,0.32080114,1.760898,valid
Sample_029,0.13214916,0.29606143,valid
