,Gene1,Gene2,Gene3,split
Sample_001,0.67352694,-0.49375665,-1.2515258,train
Sample_003,0.28110895,-0.18354781,-0.5822641,train
Sample_004,-0.066190414,0.09099449,0.010048584,train
Sample_005,-0.066674426,0.09178625,0.010332991,train
Sample_006,-0.020999096,0.0069002807,0.082372814,train
Sample_007,-0.066190414,0.09099449,0.010048584,train
Sample_008,0.34570393,-0.6754786,0.6692447,train
Sample_009,0.16047715,-0.087883845,-0.37738842,train
Sample_010,0.24416052,-0.1540749,-0.5202263,train
Sample_012,-0.066674426,0.09178625,0.010332991,train
Sample_013,0.40155482,-0.7792802,0.75981796,train
Sample_014,0.120210625,-0.2558697,0.30836502,train
Sample_016,0.64610225,-1.2344744,1.1500026,train
Sample_017,0.41176456,-0.28683186,-0.80509484,train
Sample_019,0.1886372,-0.38320118,0.41787502,train
Sample_024,0.12411218,-0.26312983,0.31460908,train
Sample_025,0.484603,-0.34441108,-0.92931944,train
Sample_026,0.11305954,-0.050703704,-0.29565892,train
Sample_027,-0.066190414,0.09099449,0.010048584,train
Sample_028,0.049179442,-0.123691365,0.19468662,train
Sample_030,0.10318185,-0.22418167,0.28111213,train
Sample_002,0.21852902,-0.13373104,-0.47770965,valid
Sample_023,-0.06720809,0.09244574,0.010441187,valid
Sample_029,0.34092167,-0.34421724,-0.33490753,valid
