,Gene1,Gene2,Gene3,split
Sample_001,0.19530883,-0.11885401,-0.416335,train
Sample_003,0.41691726,-0.79419166,0.75941604,train
Sample_004,-0.0559648,0.07875688,0.008010543,train
Sample_005,0.3784548,-0.26288676,-0.72562796,train
Sample_006,0.29563975,-0.57031125,0.56670713,train
Sample_007,0.47159824,-0.89513373,0.84630364,train
Sample_008,0.115917996,-0.23935845,0.28232205,train
Sample_009,-0.0559648,0.07875688,0.008010543,train
Sample_010,-0.030971276,0.032618392,0.047725037,train
Sample_012,-0.0559648,0.07875688,0.008010543,train
Sample_013,-0.0559648,0.07875688,0.008010543,train
Sample_014,0.43692565,-0.3088704,-0.8243723,train
Sample_016,0.4677181,-0.88941264,0.8416329,train
Sample_017,0.12828547,-0.06591597,-0.30416888,train
Sample_019,0.35617965,-0.24536878,-0.68801016,train
Sample_024,0.2521103,-0.48995513,0.4975392,train
Sample_025,-0.0559648,0.07875688,0.008010543,train
Sample_026,0.37865666,-0.26271424,-0.7270096,train
Sample_027,0.80554926,-0.59876966,-1.4468961,train
Sample_028,-0.019601986,0.01105459,0.06686499,train
Sample_030,-0.0559648,0.07875688,0.008010543,train
Sample_002,0.16135988,-0.10488052,-0.31951737,valid
Sample_023,0.042146243,0.0021074042,-0.15937805,valid
Sample_029,0.18088934,-0.106863804,-0.3936578,valid
