,Gene1,Gene2,Gene3,split
Sample_001,0.21484268,-0.12974292,-0.47956374,train
Sample_003,0.19947353,-0.40542942,0.44401392,train
Sample_004,0.04260254,-0.11334138,0.19163516,train
Sample_005,0.099856146,-0.21985853,0.28344166,train
Sample_006,0.13510194,-0.06652812,-0.34148222,train
Sample_007,0.023242116,-0.077322386,0.16059059,train
Sample_008,0.14603299,-0.07520949,-0.36023676,train
Sample_009,0.061179228,-0.14790228,0.221423,train
Sample_010,0.057952218,-0.0052563623,-0.20911571,train
Sample_012,0.23764685,-0.20676795,-0.33437842,train
Sample_013,0.61541003,-1.1790178,1.1101357,train
Sample_014,-0.07069459,0.09715842,0.010701879,train
Sample_016,-0.06514897,0.09275161,0.0011800956,train
Sample_017,-0.07019978,0.09652104,0.010755907,train
Sample_019,0.1537736,-0.32016897,0.36989868,train
Sample_024,-0.07019978,0.09652104,0.010755907,train
Sample_025,0.25896347,-0.51586884,0.5385713,train
Sample_026,0.453876,-0.87868875,0.8520401,train
Sample_027,1.0026511,-0.7555295,-1.8299447,train
Sample_028,0.00088394433,0.040066853,-0.11120313,train
Sample_030,0.21691951,-0.43764845,0.47115356,train
Sample_002,0.2324698,-0.14373267,-0.5112371,valid
Sample_023,0.3178323,-0.36398092,-0.18244319,valid
Sample_029,-0.071186155,0.09774062,0.010563794,valid
