,Gene1,Gene2,Gene3,split
Sample_001,0.10305666,-0.23985241,0.33436906,train
Sample_003,-0.095503025,0.1260217,0.012865234,train
Sample_004,0.3211043,-0.20356531,-0.71012324,train
Sample_005,0.1483415,-0.06676909,-0.41113967,train
Sample_006,0.14762932,-0.066325516,-0.40907136,train
Sample_007,0.22291654,-0.46071112,0.52844375,train
Sample_008,0.23205712,-0.47755384,0.543244,train
Sample_009,0.1396794,-0.30733496,0.39366788,train
Sample_010,0.034015976,-0.041800603,-0.0040193545,train
Sample_012,0.17482248,-0.087838635,-0.45626295,train
Sample_013,-0.06554357,0.10232013,-0.039126996,train
Sample_014,0.1924116,-0.4045015,0.4790508,train
Sample_016,0.44911435,-0.8783699,0.8955926,train
Sample_017,0.24873638,-0.5082878,0.57025075,train
Sample_019,0.16561878,-0.35513186,0.43566838,train
Sample_024,0.2313199,-0.13241103,-0.55514896,train
Sample_025,-0.095503025,0.1260217,0.012865234,train
Sample_026,0.22036633,-0.123869345,-0.5353006,train
Sample_027,-0.06708729,0.103541404,-0.036447976,train
Sample_028,0.017021723,-0.027108684,0.022112798,train
Sample_030,-0.09592191,0.12646103,0.012780341,train
Sample_002,-0.096286856,0.1269142,0.012770864,valid
Sample_023,0.21192154,-0.11687122,-0.5221255,valid
Sample_029,0.24859488,-0.50919205,0.5715673,valid
