,Gene1,Gene2,Gene3,split
Sample_001,0.34362164,-0.6753071,0.69599557,train
Sample_003,-0.08241611,0.11098343,0.010298817,train
Sample_004,0.059990294,-0.0030069128,-0.23719805,train
Sample_005,0.3333984,-0.22185862,-0.7123709,train
Sample_006,-0.08290379,0.111520074,0.01026337,train
Sample_007,0.35686606,-0.24080694,-0.75469387,train
Sample_008,0.05082529,-0.13492541,0.2247474,train
Sample_009,0.757448,-0.5612925,-1.4493527,train
Sample_010,-0.08241611,0.11098343,0.010298817,train
Sample_012,0.37148425,-0.72673005,0.7408397,train
Sample_013,0.018212326,0.030434594,-0.16458954,train
Sample_014,0.5968368,-1.1427077,1.1044486,train
Sample_016,0.06831554,-0.16720521,0.2528975,train
Sample_017,-0.039798077,0.07686949,-0.06376968,train
Sample_019,0.62239164,-1.1898019,1.1446688,train
Sample_024,0.100804456,-0.03567694,-0.3081315,train
Sample_025,-0.08290379,0.111520074,0.01026337,train
Sample_026,-0.08241611,0.11098343,0.010298817,train
Sample_027,-0.08290379,0.111520074,0.01026337,train
Sample_028,-0.08241611,0.11098343,0.010298817,train
Sample_030,-0.024997134,0.0050116032,0.10271318,train
Sample_002,0.19519117,-0.11133897,-0.4747133,valid
Sample_023,0.24906027,-0.22686428,-0.33609584,valid
Sample_029,-0.083343774,0.11204609,0.010241187,valid
