,LatDim_0,LatDim_1,split
Sample_001,1.381958,-0.48856896,train
Sample_003,0.30972394,1.0509889,train
Sample_004,1.1484888,0.46111256,train
Sample_005,0.7518113,-0.14377499,train
Sample_006,-1.5739824,-0.48880315,train
Sample_007,-0.6269373,1.5867778,train
Sample_008,0.021509074,-0.02778434,train
Sample_009,0.22204614,0.7531392,train
Sample_010,1.2854208,0.29256603,train
Sample_012,-0.96257854,-0.92475724,train
Sample_013,-1.2222703,0.5132019,train
Sample_014,0.7270468,-2.6414263,train
Sample_016,2.7055206,-1.2223048,train
Sample_017,-0.15980136,0.64277095,train
Sample_019,0.22118592,2.101854,train
Sample_024,-0.94446987,0.5344601,train
Sample_025,0.3692321,-0.6425822,train
Sample_026,-1.0757345,-0.86034685,train
Sample_027,-0.4942189,0.7529358,train
Sample_028,-0.84348565,1.0029255,train
Sample_030,-0.52331114,-0.82293725,train
Sample_002,1.6441314,0.68551123,valid
Sample_023,-0.76045156,0.4375176,valid
Sample_029,-0.27197254,-1.2174258,valid
