,Gene1,Gene2,Gene3,split
Sample_001,0.30355516,-0.6032759,0.6508229,train
Sample_003,-0.06541135,0.07358235,0.054434136,train
Sample_004,0.23283568,-0.4730184,0.5357024,train
Sample_005,0.12421792,-0.27395344,0.3604307,train
Sample_006,-0.011753932,0.057884827,-0.1274836,train
Sample_007,0.3317473,-0.21660726,-0.7267437,train
Sample_008,-0.091707684,0.12177594,0.012000884,train
Sample_009,-0.07582848,0.109086856,-0.015701417,train
Sample_010,0.2841768,-0.5671119,0.61854935,train
Sample_012,0.049189955,0.009407945,-0.23424968,train
Sample_013,0.17720771,-0.09311457,-0.4571394,train
Sample_014,0.15374923,-0.32860664,0.40900952,train
Sample_016,-0.091707684,0.12177594,0.012000884,train
Sample_017,-0.021394819,0.06558888,-0.11066446,train
Sample_019,0.28252983,-0.17727755,-0.64088064,train
Sample_024,0.3862242,-0.25960273,-0.82186896,train
Sample_025,-0.05511976,0.05435469,0.07185786,train
Sample_026,-0.091707684,0.12177594,0.012000884,train
Sample_027,0.0812025,-0.016396731,-0.2896521,train
Sample_028,-0.091707684,0.12177594,0.012000884,train
Sample_030,-0.091707684,0.12177594,0.012000884,train
Sample_002,0.27610087,-0.55357313,0.60747117,valid
Sample_023,0.1110758,-0.039633736,-0.3423852,valid
Sample_029,-0.092500344,0.12262966,0.012278689,valid
