,Gene1,Gene2,Gene3,split
Sample_001,0.69310033,-1.2991145,1.1935194,train
Sample_003,0.2246726,-0.42603517,0.4191712,train
Sample_004,0.17898458,-0.10663615,-0.3839,train
Sample_005,0.22553743,-0.14324448,-0.46239504,train
Sample_006,-0.03223139,0.05946026,-0.027758306,train
Sample_007,0.49681187,-0.35656977,-0.9198043,train
Sample_008,0.20201887,-0.3940262,0.4132984,train
Sample_009,-0.05349957,0.07618517,0.008103019,train
Sample_010,-0.02629702,0.026126359,0.051240213,train
Sample_012,-0.05349957,0.07618517,0.008103019,train
Sample_013,0.17252058,-0.26100883,0.122071035,train
Sample_014,1.1291988,-2.1002457,1.8835996,train
Sample_016,0.31497344,-0.21357536,-0.61319757,train
Sample_017,0.108437926,-0.051102355,-0.26636088,train
Sample_019,-0.05349957,0.07618517,0.008103019,train
Sample_024,-0.05416617,0.07681145,0.007990068,train
Sample_025,0.4252377,-0.30031538,-0.8008758,train
Sample_026,0.08310665,-0.031239487,-0.22223549,train
Sample_027,0.101850376,-0.20969367,0.25445348,train
Sample_028,0.12563798,-0.17460364,0.04732,train
Sample_030,-0.05416617,0.07681145,0.007990068,train
Sample_002,0.27346992,-0.18069363,-0.54588944,valid
Sample_023,0.29725486,-0.19940439,-0.5860353,valid
Sample_029,-0.054717362,0.07747931,0.008047732,valid
