,Gene1,Gene2,Gene3,split
Sample_001,0.1382663,-0.29498482,0.3588453,train
Sample_003,-0.07874494,0.10671259,0.009937159,train
Sample_004,0.1678727,-0.31178722,0.28542435,train
Sample_005,0.21751153,-0.13068673,-0.5041541,train
Sample_006,0.08281049,-0.19256558,0.27053124,train
Sample_007,0.18295309,-0.37770206,0.4306922,train
Sample_008,-0.07874494,0.10671259,0.009937159,train
Sample_009,0.1792602,-0.100034766,-0.4377769,train
Sample_010,-0.07874494,0.10671259,0.009937159,train
Sample_012,-0.07923326,0.10724096,0.009972715,train
Sample_013,0.3211238,-0.21371436,-0.68395156,train
Sample_014,0.24684817,-0.49597466,0.53342193,train
Sample_016,0.47335544,-0.91513556,0.89850867,train
Sample_017,-0.07923326,0.10724096,0.009972715,train
Sample_019,0.9310294,-1.7624242,1.6334404,train
Sample_024,0.36741793,-0.2504515,-0.76500905,train
Sample_025,0.43421948,-0.30434138,-0.8802055,train
Sample_026,0.24370798,-0.15167874,-0.5496126,train
Sample_027,-0.07874494,0.10671259,0.009937159,train
Sample_028,-0.07874494,0.10671259,0.009937159,train
Sample_030,0.23907486,-0.14796606,-0.5415727,train
Sample_002,0.19968185,-0.34094918,0.24286301,valid
Sample_023,0.73668677,-0.54543895,-1.4060069,valid
Sample_029,0.24708393,-0.49654844,0.53552467,valid
