,LatDim_0,LatDim_1,split
Sample_001,0.77814865,-0.24409065,train
Sample_003,0.9128986,-0.34654567,train
Sample_004,1.8402689,-2.0004718,train
Sample_005,-0.34196705,1.268432,train
Sample_006,1.9923761,-0.41367617,train
Sample_007,0.36225048,-0.32747185,train
Sample_008,-1.8148302,-0.9074694,train
Sample_009,1.661838,-0.6558239,train
Sample_010,0.3776494,-1.3821529,train
Sample_012,-0.3400035,-0.09332235,train
Sample_013,0.43677267,0.7513539,train
Sample_014,0.91118526,2.3732405,train
Sample_016,-0.23499435,-0.40576264,train
Sample_017,1.0081247,-1.3913897,train
Sample_019,-2.237358,-0.018229503,train
Sample_024,-0.36022508,-1.0056057,train
Sample_025,-1.0118749,2.1256673,train
Sample_026,-1.8613534,1.8428913,train
Sample_027,-0.26486546,0.6999121,train
Sample_028,-1.6381506,-0.1833571,train
Sample_030,0.097920634,0.0588228,train
Sample_002,-0.16443717,-0.31341147,valid
Sample_023,-1.2996147,-0.045043666,valid
Sample_029,0.6340402,-0.7813569,valid
