,Gene1,Gene2,Gene3,split
Sample_001,-0.087340236,0.120409995,-0.0058761714,train
Sample_003,0.25622198,-0.52466124,0.5865602,train
Sample_004,-0.09783152,0.12868972,0.012311566,train
Sample_005,0.23156458,-0.13127,-0.5587312,train
Sample_006,0.018116966,-0.08527526,0.20037143,train
Sample_007,-0.09783152,0.12868972,0.012311566,train
Sample_008,-0.09783152,0.12868972,0.012311566,train
Sample_009,0.13782468,-0.30617732,0.39452854,train
Sample_010,0.13917689,-0.058066696,-0.3993415,train
Sample_012,0.108748496,-0.2525217,0.3473691,train
Sample_013,0.34008598,-0.6794192,0.7225814,train
Sample_014,0.061232165,-0.16483767,0.2703011,train
Sample_016,0.08844221,-0.21559599,0.31497195,train
Sample_017,-0.09783152,0.12868972,0.012311566,train
Sample_019,0.35812786,-0.71271276,0.751844,train
Sample_024,0.3743899,-0.24343404,-0.8067661,train
Sample_025,-0.09829724,0.12908259,0.011999769,train
Sample_026,0.09589626,-0.024200425,-0.3235359,train
Sample_027,0.34820446,-0.22332232,-0.7609387,train
Sample_028,0.26110622,-0.15458427,-0.6099447,train
Sample_030,0.27637276,-0.5624732,0.61987674,train
Sample_002,-2.6933849e-05,-0.052456826,0.1719348,valid
Sample_023,0.22857752,-0.25377214,-0.15579094,valid
Sample_029,-0.09863605,0.12955423,0.011915137,valid
