,Gene1,Gene2,Gene3,split
Sample_001,-0.07734918,0.10518985,0.009813323,train
Sample_003,-0.07685905,0.104659416,0.009849182,train
Sample_004,0.07254667,-0.014958359,-0.24893044,train
Sample_005,-0.07685905,0.104659416,0.009849182,train
Sample_006,-0.07685905,0.104659416,0.009849182,train
Sample_007,-0.07685905,0.104659416,0.009849182,train
Sample_008,0.16044736,-0.08533376,-0.4011797,train
Sample_009,0.74640614,-0.5544663,-1.4160954,train
Sample_010,0.14659724,-0.30983496,0.36976075,train
Sample_012,0.5589947,-1.0741047,1.0316988,train
Sample_013,0.19787958,-0.404659,0.45136824,train
Sample_014,-0.07685905,0.104659416,0.009849182,train
Sample_016,0.33320823,-0.6556687,0.6696993,train
Sample_017,0.4480192,-0.8683751,0.85335547,train
Sample_019,-0.07734918,0.10518985,0.009813323,train
Sample_024,-0.07685905,0.104659416,0.009849182,train
Sample_025,0.0448073,-0.12088918,0.20537323,train
Sample_026,-0.07685905,0.104659416,0.009849182,train
Sample_027,0.6045076,-0.44116527,-1.1722289,train
Sample_028,0.53117,-0.38214317,-1.0432935,train
Sample_030,-0.017401852,-0.0055640563,0.105399944,train
Sample_002,0.23054424,-0.4655772,0.5055075,valid
Sample_023,-0.07724498,0.10466919,0.010723065,valid
Sample_029,-0.07780662,0.10570975,0.009820209,valid
