,LatDim_0,LatDim_1,split
Sample_001,-0.23121421,-0.40915787,train
Sample_003,-0.3746681,1.2220261,train
Sample_004,0.93467975,1.8979821,train
Sample_005,-1.1534109,0.3219514,train
Sample_006,-1.2359297,0.67801625,train
Sample_007,-0.6684785,2.059817,train
Sample_008,1.9594775,-0.7628901,train
Sample_009,0.89795285,-0.3849211,train
Sample_010,-0.5815173,-1.1483618,train
Sample_012,-2.3414674,2.2468512,train
Sample_013,0.90278053,1.1790627,train
Sample_014,-0.42146373,1.140422,train
Sample_016,1.4361557,1.4596791,train
Sample_017,-1.023505,2.815106,train
Sample_019,3.026043,-0.74398965,train
Sample_024,0.43075198,0.88819236,train
Sample_025,-1.1357673,0.48574618,train
Sample_026,0.017017215,-0.9691796,train
Sample_027,0.19146766,-0.15240444,train
Sample_028,-0.6015493,0.33842537,train
Sample_030,0.5973409,-1.8752902,train
Sample_002,-1.2189163,0.078105636,valid
Sample_023,0.99882805,0.30789837,valid
Sample_029,0.08179152,-1.0859877,valid
