,LatDim_0,LatDim_1,split
Sample_001,-0.4971751,0.40520257,train
Sample_003,0.17738096,0.55076814,train
Sample_004,-0.5162996,-0.36570257,train
Sample_005,-0.43236023,-0.3149653,train
Sample_006,-3.770108,-1.2252319,train
Sample_007,-0.08000993,-2.097871,train
Sample_008,-0.37451413,-0.4599864,train
Sample_009,-0.36130136,0.47642565,train
Sample_010,2.1944065,0.28660515,train
Sample_012,0.21903318,0.346434,train
Sample_013,1.9309156,0.8215494,train
Sample_014,1.5523529,0.040985286,train
Sample_016,0.16305262,0.28378743,train
Sample_017,1.4198912,1.142432,train
Sample_019,2.120353,1.684665,train
Sample_024,-0.07137538,0.5691238,train
Sample_025,1.7660885,-2.0174632,train
Sample_026,0.2930568,0.21988548,train
Sample_027,0.017448027,1.774604,train
Sample_028,-0.51189953,-0.9903796,train
Sample_030,-0.013546709,1.0517652,train
Sample_002,-0.6016807,-0.64249694,valid
Sample_023,-0.03151138,-0.2827453,valid
Sample_029,0.33228907,-0.45273164,valid
