,Gene1,Gene2,Gene3,split
Sample_001,-0.003764078,-0.035757884,0.14132796,train
Sample_003,0.04277911,0.011522017,-0.21271354,train
Sample_004,-0.0851062,0.11415468,0.010295321,train
Sample_005,0.014627129,0.03411501,-0.16362157,train
Sample_006,0.28964287,-0.18659522,-0.64319927,train
Sample_007,-0.08557591,0.11465758,0.010342221,train
Sample_008,-0.08557591,0.11465758,0.010342221,train
Sample_009,-0.061631158,0.07089046,0.04811087,train
Sample_010,0.1762391,-0.09558454,-0.44544363,train
Sample_012,0.3663916,-0.24818893,-0.7770352,train
Sample_013,0.08455732,-0.022006541,-0.28556716,train
Sample_014,0.7251494,-1.3791366,1.3155222,train
Sample_016,0.0406121,-0.11153461,0.1934136,train
Sample_017,0.06891086,-0.16969691,0.2583988,train
Sample_019,0.4210722,-0.8186535,0.82655823,train
Sample_024,0.47117096,-0.9110575,0.9063928,train
Sample_025,0.019161709,0.030475847,-0.17152905,train
Sample_026,0.15112025,-0.07542573,-0.40164083,train
Sample_027,0.15384272,-0.07754813,-0.40734622,train
Sample_028,0.17362246,-0.09348458,-0.44088063,train
Sample_030,-0.0851062,0.11415468,0.010295321,train
Sample_002,0.13136792,-0.28503492,0.36059403,valid
Sample_023,-0.085995,0.11514983,0.010403641,valid
Sample_029,-0.011888295,0.05565053,-0.11891798,valid
