,LatDim_0,LatDim_1,split
Sample_001,0.44234103,0.29659277,train
Sample_003,0.76263666,-1.6507293,train
Sample_004,2.1377263,-0.5873186,train
Sample_005,1.5247568,0.3449915,train
Sample_006,0.31720513,0.24223158,train
Sample_007,1.3100731,-0.004852032,train
Sample_008,1.6476318,-1.3293469,train
Sample_009,0.24805337,0.08768734,train
Sample_010,0.63994503,-0.4510424,train
Sample_012,0.64027506,1.0877634,train
Sample_013,-0.047189355,0.8474716,train
Sample_014,-0.24692732,-0.3350061,train
Sample_016,2.1047466,-1.1380006,train
Sample_017,-0.54046214,-0.86545247,train
Sample_019,-1.4664376,1.6263657,train
Sample_024,-1.1273065,2.2754664,train
Sample_025,0.19588917,1.601749,train
Sample_026,-1.0884931,-0.5991381,train
Sample_027,0.67653275,1.2913424,train
Sample_028,0.16929086,0.298328,train
Sample_030,-0.25050932,-0.7653595,train
Sample_002,1.6020613,-0.9133485,valid
Sample_023,-0.45639023,0.74070704,valid
Sample_029,1.4671845,0.840068,valid
