,Gene1,Gene2,Gene3,split
Sample_001,-0.10074946,0.13224009,0.011518416,train
Sample_003,-0.0058340505,-0.043142945,0.16586274,train
Sample_004,-0.10074946,0.13224009,0.011518416,train
Sample_005,-0.10074946,0.13224009,0.011518416,train
Sample_006,0.36556298,-0.72990555,0.7707224,train
Sample_007,0.0055094734,0.049230695,-0.17267373,train
Sample_008,0.17111331,-0.3701032,0.45360127,train
Sample_009,0.42049637,-0.56397295,0.018355962,train
Sample_010,-0.002859734,-0.048638836,0.17069936,train
Sample_012,-0.10074946,0.13224009,0.011518416,train
Sample_013,0.1908949,-0.096127674,-0.49230623,train
Sample_014,0.11631839,-0.2692201,0.3652413,train
Sample_016,0.102237344,-0.24283537,0.34160033,train
Sample_017,0.50031245,-0.9783915,0.98892015,train
Sample_019,0.023697704,0.034793593,-0.20346792,train
Sample_024,-0.10074946,0.13224009,0.011518416,train
Sample_025,-0.07325922,0.110714264,-0.035971835,train
Sample_026,0.23242317,-0.12833689,-0.5646497,train
Sample_027,-0.10074946,0.13224009,0.011518416,train
Sample_028,0.86919856,-0.6272632,-1.6640968,train
Sample_030,0.13200022,-0.049752563,-0.39117676,train
Sample_002,0.14655462,-0.32548577,0.41517717,valid
Sample_023,-0.019065276,0.06870149,-0.13072377,valid
Sample_029,-0.07062824,0.07611449,0.0616937,valid
