,LatDim_0,LatDim_1,split
Sample_001,-1.2561958,1.7037734,train
Sample_003,1.7341388,1.6094981,train
Sample_004,-2.0707912,0.11228075,train
Sample_005,-0.9002065,0.629969,train
Sample_006,-1.7386767,0.08860224,train
Sample_007,0.13909341,-0.22829004,train
Sample_008,-0.32635424,-2.2778347,train
Sample_009,-0.33035874,1.3653127,train
Sample_010,1.1528652,0.52553594,train
Sample_012,2.141085,0.9509435,train
Sample_013,2.1181273,-1.8759217,train
Sample_014,0.011591155,0.09623863,train
Sample_016,-0.2543025,-1.8865837,train
Sample_017,1.7834522,-1.6206183,train
Sample_019,-0.425431,0.6819218,train
Sample_024,-0.57691014,0.7595479,train
Sample_025,0.10447621,1.0872523,train
Sample_026,0.46689478,-0.200594,train
Sample_027,-0.9319748,1.0508937,train
Sample_028,0.6009978,1.3032027,train
Sample_030,0.6855717,0.09241073,train
Sample_002,-0.9205731,-0.6248743,valid
Sample_023,1.0950173,2.2465506,valid
Sample_029,0.2970996,0.17088418,valid
