,LatDim_0,LatDim_1,split
Sample_001,2.8261263,0.1970241,train
Sample_003,0.23024286,-2.1972475,train
Sample_004,-0.4519527,-1.1731446,train
Sample_005,-0.43551478,-1.1397076,train
Sample_006,-1.1323297,-0.48341876,train
Sample_007,1.4075623,-1.2200204,train
Sample_008,-0.5844961,-0.7064705,train
Sample_009,0.4845558,0.37759584,train
Sample_010,1.4805906,-0.71055883,train
Sample_012,-0.16793922,-0.88982487,train
Sample_013,1.7990639,-1.3055067,train
Sample_014,2.550739,0.74153495,train
Sample_016,1.4803463,-0.13597582,train
Sample_017,0.50030386,-0.28801602,train
Sample_019,2.2759728,-0.5781086,train
Sample_024,1.2059146,-0.68523574,train
Sample_025,1.2224033,-1.3149619,train
Sample_026,-0.8236226,0.0009585532,train
Sample_027,-0.8002751,-1.8683664,train
Sample_028,0.64154536,-1.2055373,train
Sample_030,-0.9931202,-0.54135865,train
Sample_002,0.018245805,1.0692993,valid
Sample_023,0.33056337,-0.2625895,valid
Sample_029,0.7509517,0.54529047,valid
