,Gene1,Gene2,Gene3,split
Sample_001,-0.061709583,0.085615136,0.009210067,train
Sample_003,-0.061709583,0.085615136,0.009210067,train
Sample_004,0.4138161,-0.2889374,-0.7976513,train
Sample_005,0.24109429,-0.22361538,-0.28738016,train
Sample_006,0.2701441,-0.17590085,-0.5554976,train
Sample_007,0.00609874,0.03220524,-0.10584558,train
Sample_008,-0.061709583,0.085615136,0.009210067,train
Sample_009,0.029223636,0.013990678,-0.14508338,train
Sample_010,0.011653751,0.027829777,-0.115271196,train
Sample_012,0.08600971,-0.03073743,-0.24143673,train
Sample_013,0.6777365,-0.49681696,-1.2454655,train
Sample_014,0.43448132,-0.8374019,0.80168515,train
Sample_016,-0.061709583,0.085615136,0.009210067,train
Sample_017,0.0963923,-0.20906314,0.26281735,train
Sample_019,0.021507174,-0.06918513,0.14211698,train
Sample_024,0.518665,-0.99457973,0.9373942,train
Sample_025,0.3907923,-0.75613135,0.7319087,train
Sample_026,0.26663417,-0.17313361,-0.5495362,train
Sample_027,0.17870077,-0.10374647,-0.39871284,train
Sample_028,0.8546254,-1.6189562,1.4727045,train
Sample_030,0.06778315,-0.01636064,-0.21180524,train
Sample_002,0.12201337,-0.058956586,-0.3048595,valid
Sample_023,0.10832331,-0.23148859,0.2829489,valid
Sample_029,0.028617188,-0.08325005,0.15559979,valid
