,Gene1,Gene2,Gene3,split
Sample_001,0.5434902,-0.3905279,-1.0401112,train
Sample_003,0.047452934,0.0026741177,-0.18915996,train
Sample_004,0.13558412,-0.2859861,0.33995464,train
Sample_005,-0.06928884,0.095229946,0.0107768625,train
Sample_006,-0.06928884,0.095229946,0.0107768625,train
Sample_007,-0.06928884,0.095229946,0.0107768625,train
Sample_008,-0.06970414,0.095936954,0.010858708,train
Sample_009,0.10612189,-0.043550953,-0.29049414,train
Sample_010,0.6084938,-1.0316962,0.68076116,train
Sample_012,0.037659526,0.010438584,-0.17238736,train
Sample_013,0.018548809,0.02559004,-0.13965756,train
Sample_014,0.0789739,-0.18060538,0.24839398,train
Sample_016,0.4090832,-0.7948102,0.77839875,train
Sample_017,0.18413126,-0.37624535,0.41692716,train
Sample_019,0.2432422,-0.48621824,0.51166284,train
Sample_024,-0.06928884,0.095229946,0.0107768625,train
Sample_025,0.20130283,-0.11930197,-0.4526497,train
Sample_026,0.33142364,-0.6502754,0.65298915,train
Sample_027,-0.06928884,0.095229946,0.0107768625,train
Sample_028,-0.06928884,0.095229946,0.0107768625,train
Sample_030,-0.06928884,0.095229946,0.0107768625,train
Sample_002,-0.060487017,0.078450985,0.02633039,valid
Sample_023,-0.031473216,0.024472423,0.072854206,valid
Sample_029,0.27095464,-0.17442137,-0.574566,valid
