,LatDim_0,LatDim_1,split
Sample_001,-1.0061289,0.35352892,train
Sample_003,-0.2316645,0.24516828,train
Sample_004,-0.6113317,0.30875856,train
Sample_005,-1.0060372,1.3283991,train
Sample_006,0.8991871,0.04551588,train
Sample_007,-0.6253905,1.7985251,train
Sample_008,-0.8237429,-0.30346107,train
Sample_009,1.5914263,-0.13926844,train
Sample_010,-2.4500632,0.4332083,train
Sample_012,-0.69237274,0.53652865,train
Sample_013,1.973448,1.4470946,train
Sample_014,-0.52565026,-0.0029913438,train
Sample_016,1.9075019,-1.3473012,train
Sample_017,1.8764104,-1.319409,train
Sample_019,-0.035742283,0.54391545,train
Sample_024,0.80379355,1.4522007,train
Sample_025,-1.2652271,-0.94429183,train
Sample_026,0.060160607,2.3865194,train
Sample_027,-0.32843187,-0.6150314,train
Sample_028,0.4293795,2.7859125,train
Sample_030,-0.23402858,0.59018695,train
Sample_002,0.31167662,0.56351155,valid
Sample_023,0.07431318,0.527716,valid
Sample_029,1.1138024,-0.009264436,valid
