,Gene1,Gene2,Gene3,split
Sample_001,-0.09394434,0.124362305,0.012812347,train
Sample_003,0.16015503,-0.07716411,-0.42866594,train
Sample_004,0.117313385,-0.14819579,-0.017383605,train
Sample_005,-0.09394434,0.124362305,0.012812347,train
Sample_006,0.26064676,-0.52839303,0.58702755,train
Sample_007,0.043685585,-0.12870957,0.23534794,train
Sample_008,-0.094348684,0.12475707,0.012819382,train
Sample_009,0.52862215,-1.0204037,1.0194483,train
Sample_010,0.19201711,-0.102433935,-0.48402384,train
Sample_012,-0.09394434,0.124362305,0.012812347,train
Sample_013,0.15914449,-0.22992067,0.065671876,train
Sample_014,0.13018972,-0.28777206,0.3752176,train
Sample_016,0.25920737,-0.52574474,0.5846994,train
Sample_017,0.49990192,-0.9675934,0.97301006,train
Sample_019,-0.09394434,0.124362305,0.012812347,train
Sample_024,-0.09394434,0.124362305,0.012812347,train
Sample_025,0.48163354,-0.33174068,-0.98758554,train
Sample_026,0.17833993,-0.26681024,0.10182014,train
Sample_027,-0.094348684,0.12475707,0.012819382,train
Sample_028,0.06848468,-0.00446029,-0.26939568,train
Sample_030,-0.09394434,0.124362305,0.012812347,train
Sample_002,0.13221942,-0.29260325,0.38006017,valid
Sample_023,-0.09470442,0.1251709,0.012872499,valid
Sample_029,-0.07177166,0.10701521,-0.02693564,valid
