,Gene1,Gene2,Gene3,split
Sample_001,0.084804595,-0.17960796,0.2295041,train
Sample_003,-0.054717362,0.07747931,0.008047732,train
Sample_004,0.35026234,-0.24110341,-0.675505,train
Sample_005,0.45412046,-0.32280478,-0.85080385,train
Sample_006,-0.054717362,0.07747931,0.008047732,train
Sample_007,0.74029917,-1.3874414,1.2699385,train
Sample_008,0.24282828,-0.470787,0.48032734,train
Sample_009,0.021760486,0.017316982,-0.12103687,train
Sample_010,0.5586406,-1.0527121,0.9816008,train
Sample_012,0.25157425,-0.1634691,-0.5089324,train
Sample_013,0.20760006,-0.40587446,0.42441133,train
Sample_014,0.14700948,-0.08121181,-0.33244076,train
Sample_016,0.50324297,-0.95237577,0.8951238,train
Sample_017,0.32735494,-0.22308299,-0.6368403,train
Sample_019,0.34711626,-0.23861453,-0.67185867,train
Sample_024,0.39239886,-0.2742507,-0.74662596,train
Sample_025,-0.055422906,0.0780741,0.007869521,train
Sample_026,0.29348996,-0.19644266,-0.5796806,train
Sample_027,0.060391787,-0.13554417,0.1918025,train
Sample_028,0.43396053,-0.30693734,-0.81850404,train
Sample_030,-0.049129058,0.0730832,-0.0013845935,train
Sample_002,0.5259797,-0.9955229,0.93271536,valid
Sample_023,0.4415719,-0.8397046,0.79859203,valid
Sample_029,0.14319423,-0.18893483,0.015252314,valid
