,LatDim_0,LatDim_1,split
Sample_001,-0.5745045,-0.18490303,train
Sample_003,0.044801295,2.7886684,train
Sample_004,1.8508903,0.41867647,train
Sample_005,1.5680099,0.61894625,train
Sample_006,1.9544052,-0.5092273,train
Sample_007,0.7685421,0.79391456,train
Sample_008,0.40329227,-0.21219803,train
Sample_009,0.9885392,-1.463473,train
Sample_010,1.9693002,1.7908875,train
Sample_012,0.47759932,-0.9074697,train
Sample_013,-0.087400585,0.41606042,train
Sample_014,1.4532999,0.9813247,train
Sample_016,-0.21167889,-0.6449072,train
Sample_017,-0.3923111,-1.0957472,train
Sample_019,-1.0890132,0.16215184,train
Sample_024,0.2475425,0.4307619,train
Sample_025,-0.123853005,0.48755705,train
Sample_026,-1.5693986,-0.9003369,train
Sample_027,-0.15836282,0.11906063,train
Sample_028,-0.61627805,0.14297801,train
Sample_030,-2.2927728,2.186918,train
Sample_002,-1.5258583,-0.004541368,valid
Sample_023,1.2043507,0.3261572,valid
Sample_029,-0.548504,-0.72425884,valid
