,Gene1,Gene2,Gene3,split
Sample_001,-0.009910721,0.029312208,0.010894323,train
Sample_003,-0.009910721,0.029312208,0.010894323,train
Sample_004,0.35266575,-0.6078855,0.5669422,train
Sample_005,0.5636715,-0.97871035,0.89054096,train
Sample_006,0.5436942,-0.9436018,0.8599037,train
Sample_007,0.0580726,-0.09016276,0.11515366,train
Sample_008,0.294339,-0.5053811,0.47749224,train
Sample_009,0.5983605,-0.5510644,-0.7423816,train
Sample_010,0.35452813,-0.6126303,0.57136846,train
Sample_012,0.11486851,-0.19096147,0.20357122,train
Sample_013,0.29557487,-0.50755304,0.47938758,train
Sample_014,-0.009910721,0.029312208,0.010894323,train
Sample_016,0.79881006,-0.6383167,-1.3495225,train
Sample_017,-0.0060848836,0.026153838,0.0044585625,train
Sample_019,-0.009910721,0.029312208,0.010894323,train
Sample_024,0.7038882,-1.2251292,1.1055775,train
Sample_025,0.06744316,-0.10663073,0.12952437,train
Sample_026,0.6869493,-0.54532063,-1.1629024,train
Sample_027,-0.010764689,0.030083714,0.010766341,train
Sample_028,0.86214125,-1.2217549,0.3730504,train
Sample_030,0.42966452,-0.3335734,-0.7285519,train
Sample_002,0.62908834,-1.0973182,0.99455523,valid
Sample_023,0.592997,-0.89990306,0.4798243,valid
Sample_029,-0.011517251,0.030882059,0.010803193,valid
