,Gene1,Gene2,Gene3,split
Sample_001,0.2594932,-0.19910434,-0.41843474,train
Sample_003,0.572598,-0.46202543,-0.9455335,train
Sample_004,0.06397484,-0.034923203,-0.08928772,train
Sample_005,0.9060512,-1.5393118,1.3777783,train
Sample_006,0.55588484,-0.9376122,0.84848887,train
Sample_007,1.135183,-1.934359,1.7252253,train
Sample_008,0.0045428094,0.014983203,0.010763622,train
Sample_009,0.016150387,0.0052360594,-0.008777252,train
Sample_010,0.22658643,-0.1710305,-0.3644843,train
Sample_012,0.5367845,-0.43195206,-0.88524306,train
Sample_013,0.29421204,-0.4844369,0.45000753,train
Sample_014,0.35820648,-0.5947701,0.5470464,train
Sample_016,0.12942855,-0.18565722,0.14703707,train
Sample_017,0.54553634,-0.9197466,0.83278555,train
Sample_019,0.40892416,-0.32458487,-0.66999555,train
Sample_024,0.0036336584,0.015792008,0.010474594,train
Sample_025,0.0036336584,0.015792008,0.010474594,train
Sample_026,0.19909167,-0.14838383,-0.31675127,train
Sample_027,0.36361036,-0.28653386,-0.5937116,train
Sample_028,0.49323195,-0.39538,-0.81192416,train
Sample_030,0.1724529,-0.27451137,0.26537636,train
Sample_002,0.30449843,-0.5048323,0.46831697,valid
Sample_023,1.0145806,-0.8297391,-1.690019,valid
Sample_029,0.002834113,0.016588889,0.010245078,valid
