,LatDim_0,LatDim_1,split
Sample_001,-1.469166,0.0466059,train
Sample_003,-0.7084615,-0.8696993,train
Sample_004,-1.1223558,1.2887764,train
Sample_005,0.0752184,0.4368145,train
Sample_006,-0.21734671,0.34923187,train
Sample_007,0.4251471,0.29426086,train
Sample_008,-1.5115768,1.5961956,train
Sample_009,0.1800933,-0.43035877,train
Sample_010,1.2270987,-0.61221266,train
Sample_012,1.1583912,-0.3701598,train
Sample_013,1.3649932,-1.4273462,train
Sample_014,2.5928907,-0.0018200803,train
Sample_016,-0.46078706,0.17622793,train
Sample_017,1.7617053,-1.1750501,train
Sample_019,1.1502756,-1.4230896,train
Sample_024,0.2231454,2.5952866,train
Sample_025,-0.18430558,0.67400765,train
Sample_026,-1.2361888,-1.8693846,train
Sample_027,-0.57031,-0.7417403,train
Sample_028,-1.2602125,-0.7025432,train
Sample_030,-0.0018807892,0.43878874,train
Sample_002,0.4517347,-1.540359,valid
Sample_023,0.6527489,-1.7892586,valid
Sample_029,-0.82263744,-0.5087373,valid
