,LatDim_0,LatDim_1,split
Sample_001,-0.7761035,0.5369964,train
Sample_003,-0.7131686,-0.34910145,train
Sample_004,1.1561325,-0.24476811,train
Sample_005,0.005211116,1.1799818,train
Sample_006,-0.35779017,0.3176206,train
Sample_007,0.7698643,-1.5251375,train
Sample_008,0.3883651,0.51113933,train
Sample_009,1.6225518,-0.88599426,train
Sample_010,-1.0317379,0.5393693,train
Sample_012,1.6065376,-0.7597398,train
Sample_013,0.6368316,-0.2730531,train
Sample_014,1.2167617,0.7971936,train
Sample_016,1.5302191,-0.43018407,train
Sample_017,0.90021825,0.400279,train
Sample_019,0.25372726,-0.68837565,train
Sample_024,1.3354611,0.037124474,train
Sample_025,0.31090483,-0.1304007,train
Sample_026,1.0116041,-0.09565031,train
Sample_027,1.3573699,-1.3794236,train
Sample_028,-0.24338508,0.42893872,train
Sample_030,0.34114936,-0.25262997,train
Sample_002,-0.5225793,-0.25743112,valid
Sample_023,0.32225007,1.0503883,valid
Sample_029,-0.6812719,-2.8560383,valid
