,Gene1,Gene2,Gene3,split
Sample_001,-0.038802512,0.059874192,0.00924469,train
Sample_003,0.48546112,-0.8876915,0.8300985,train
Sample_004,-0.003981374,0.032160215,-0.04764449,train
Sample_005,0.30865395,-0.48392645,0.2852847,train
Sample_006,-0.023278557,0.032356452,0.032676823,train
Sample_007,-0.038094163,0.05915025,0.009454169,train
Sample_008,0.2986854,-0.5499104,0.5373378,train
Sample_009,0.22190818,-0.41106,0.41699365,train
Sample_010,-0.038802512,0.059874192,0.00924469,train
Sample_012,0.2686632,-0.49561575,0.4902796,train
Sample_013,0.22019622,-0.14520907,-0.42287737,train
Sample_014,0.21574819,-0.39991975,0.40733817,train
Sample_016,-0.038094163,0.05915025,0.009454169,train
Sample_017,1.0196751,-0.7777567,-1.761061,train
Sample_019,0.5234234,-0.3845139,-0.9317055,train
Sample_024,0.31309485,-0.5465688,0.46391445,train
Sample_025,0.3337209,-0.6132716,0.592254,train
Sample_026,0.5470125,-1.0006146,0.9280249,train
Sample_027,0.11424407,-0.10377394,-0.11045655,train
Sample_028,0.36278927,-0.2580287,-0.66155237,train
Sample_030,-0.038094163,0.05915025,0.009454169,train
Sample_002,0.3800136,-0.27057904,-0.6927407,valid
Sample_023,-0.039441038,0.060598414,0.009108324,valid
Sample_029,0.06579758,-0.022491988,-0.16698132,valid
