,Gene1,Gene2,Gene3,split
Sample_001,-0.044922445,0.06660176,0.008135959,train
Sample_003,0.7109173,-0.5258911,-1.2555354,train
Sample_004,0.55824107,-1.0311562,0.95799506,train
Sample_005,-0.044922445,0.06660176,0.008135959,train
Sample_006,0.5256844,-0.97310483,0.90814984,train
Sample_007,0.1365944,-0.263759,0.2939878,train
Sample_008,-0.029527806,0.054850746,-0.018562363,train
Sample_009,0.20881842,-0.39590153,0.40888068,train
Sample_010,-0.044922445,0.06660176,0.008135959,train
Sample_012,0.12401621,-0.24086666,0.27417973,train
Sample_013,0.29577124,-0.20010698,-0.5626308,train
Sample_014,0.37960222,-0.70603335,0.67667544,train
Sample_016,-0.044922445,0.06660176,0.008135959,train
Sample_017,-0.044922445,0.06660176,0.008135959,train
Sample_019,0.47537595,-0.34087473,-0.86302286,train
Sample_024,-0.03596718,0.050303176,0.022238668,train
Sample_025,0.017397735,0.017749786,-0.09605573,train
Sample_026,-0.044922445,0.06660176,0.008135959,train
Sample_027,-0.044922445,0.06660176,0.008135959,train
Sample_028,0.036773693,0.0025612265,-0.12844995,train
Sample_030,-0.044922445,0.06660176,0.008135959,train
Sample_002,0.3215565,-0.22003093,-0.6070335,valid
Sample_023,0.20163688,-0.38367006,0.39867288,valid
Sample_029,-0.046116654,0.068068124,0.008087657,valid
