,Gene1,Gene2,Gene3,split
Sample_001,0.28975454,-0.2211316,-0.4802869,train
Sample_003,0.22456612,-0.16692601,-0.3707803,train
Sample_004,0.6031437,-0.48172134,-1.0067326,train
Sample_005,0.44097006,-0.7505214,0.68657714,train
Sample_006,0.15882017,-0.25832185,0.25466052,train
Sample_007,0.010426825,-6.297231e-05,0.028424192,train
Sample_008,0.3627443,-0.61427426,0.56725067,train
Sample_009,0.6649324,-0.53272045,-1.1122149,train
Sample_010,0.1616121,-0.114578374,-0.2650272,train
Sample_012,0.34382278,-0.26609048,-0.5711132,train
Sample_013,0.31916612,-0.24531624,-0.5311174,train
Sample_014,1.005858,-1.7324786,1.5460306,train
Sample_016,0.28826973,-0.21989694,-0.47779262,train
Sample_017,0.1727069,-0.28248987,0.27583185,train
Sample_019,0.4451031,-0.47633702,-0.29689133,train
Sample_024,-0.0018947045,0.021381011,0.009639135,train
Sample_025,-0.0018947045,0.021381011,0.009639135,train
Sample_026,0.7555952,-1.2969296,1.1644871,train
Sample_027,0.7515378,-1.2898681,1.1583012,train
Sample_028,0.6823055,-0.5475461,-1.1397122,train
Sample_030,0.33181462,-0.54377735,0.4615271,train
Sample_002,0.017795093,-0.01412987,0.042336043,valid
Sample_023,0.4445896,-0.68696344,0.44362795,valid
Sample_029,0.09312794,-0.114699505,0.049169224,valid
