,Gene1,Gene2,Gene3,split
Sample_001,0.8065219,-0.61647207,-1.3963555,train
Sample_003,0.7874522,-1.419234,1.2895987,train
Sample_004,0.15699232,-0.28829652,0.30721828,train
Sample_005,0.21526529,-0.14590497,-0.4015807,train
Sample_006,-0.03275997,0.053210918,0.010139972,train
Sample_007,-0.03275997,0.053210918,0.010139972,train
Sample_008,0.02064664,-0.04266463,0.09344958,train
Sample_009,0.5447673,-0.9835662,0.9110317,train
Sample_010,-0.03275997,0.053210918,0.010139972,train
Sample_012,0.048728492,-0.0937527,0.1382309,train
Sample_013,0.32406294,-0.2980339,-0.37198192,train
Sample_014,0.21521154,-0.14465144,-0.40541863,train
Sample_016,0.5495343,-0.9936717,0.91993123,train
Sample_017,0.24024993,-0.35537583,0.17151098,train
Sample_019,0.3005509,-0.53224796,0.48821774,train
Sample_024,0.11645943,-0.06585479,-0.2399267,train
Sample_025,0.122553766,-0.0707176,-0.25013977,train
Sample_026,0.08512461,-0.1584155,0.19402954,train
Sample_027,-0.03275997,0.053210918,0.010139972,train
Sample_028,0.40536126,-0.29595932,-0.7255507,train
Sample_030,0.4530693,-0.3339998,-0.8055113,train
Sample_002,0.053672772,-0.015236553,-0.13724563,valid
Sample_023,0.19498894,-0.3573652,0.3676447,valid
Sample_029,0.14137778,-0.2609426,0.28391424,valid
