,LatDim_0,LatDim_1,split
Sample_001,0.38124833,-0.20563869,train
Sample_003,0.54239565,-0.6803006,train
Sample_004,-0.050319552,-0.25883213,train
Sample_005,0.1502167,-0.34527445,train
Sample_006,0.07344717,1.286919,train
Sample_007,-0.010819614,0.19804408,train
Sample_008,1.2239454,-1.6146954,train
Sample_009,0.028681219,0.8828503,train
Sample_010,1.6073679,0.6671827,train
Sample_012,0.84180784,-0.29009357,train
Sample_013,1.897373,0.41577253,train
Sample_014,0.2219806,-1.5269319,train
Sample_016,0.014503075,1.2236677,train
Sample_017,0.55286205,0.24781522,train
Sample_019,-1.023386,-0.91587335,train
Sample_024,-0.51819974,-1.3725364,train
Sample_025,1.2532979,-2.1350398,train
Sample_026,0.58999443,-1.1883758,train
Sample_027,-0.71595484,-0.13880998,train
Sample_028,-1.415504,-1.2368965,train
Sample_030,-0.20202115,-0.97853774,train
Sample_002,0.5664425,-0.20194843,valid
Sample_023,0.21673666,-0.78245115,valid
Sample_029,0.03677762,1.7124717,valid
