,LatDim_0,LatDim_1,split
Sample_001,-0.21396428,-0.59691465,train
Sample_003,0.5111762,-1.118431,train
Sample_004,-1.164662,-0.088158906,train
Sample_005,1.1216398,-0.028182348,train
Sample_006,0.074609816,-1.5937787,train
Sample_007,0.5317861,-1.2602737,train
Sample_008,0.73033655,-1.9438348,train
Sample_009,0.33553076,-0.5396819,train
Sample_010,1.6265149,-0.80633485,train
Sample_012,1.1170939,0.26087964,train
Sample_013,-0.0047697127,-1.2826211,train
Sample_014,1.5303059,0.059101887,train
Sample_016,-0.7648437,-0.21359928,train
Sample_017,1.7523044,-1.4978178,train
Sample_019,0.11115255,0.4170391,train
Sample_024,-1.5426456,0.16761729,train
Sample_025,0.27313292,0.6386499,train
Sample_026,-0.7306012,0.5085413,train
Sample_027,-0.22125527,-1.1973252,train
Sample_028,0.4945997,-0.26160997,train
Sample_030,-0.33971658,0.6311995,train
Sample_002,-0.15392327,-1.0595324,valid
Sample_023,0.1706771,1.0270205,valid
Sample_029,1.066203,-0.86199105,valid
