,Gene1,Gene2,Gene3,split
Sample_001,0.28950867,-0.2712378,-0.3124854,train
Sample_003,0.14471091,-0.08479743,-0.29902238,train
Sample_004,0.37625754,-0.69240946,0.6613847,train
Sample_005,0.016372267,0.016531419,-0.08428082,train
Sample_006,0.13411923,-0.07643485,-0.28129992,train
Sample_007,0.5745313,-1.0525576,0.97387683,train
Sample_008,-0.040107798,0.061384816,0.009013448,train
Sample_009,0.40248072,-0.73991084,0.70253175,train
Sample_010,0.02633265,-0.059028666,0.113311976,train
Sample_012,-0.039441038,0.060598414,0.009108324,train
Sample_013,0.59335023,-1.0856571,1.0020268,train
Sample_014,-0.039441038,0.060598414,0.009108324,train
Sample_016,0.5006426,-0.3649419,-0.89536625,train
Sample_017,0.27396423,-0.50711256,0.50087535,train
Sample_019,0.6393712,-0.47535297,-1.1267086,train
Sample_024,0.4821018,-0.351182,-0.8635588,train
Sample_025,0.06400205,-0.021074336,-0.16397697,train
Sample_026,0.119815886,-0.06514174,-0.25736696,train
Sample_027,0.41233626,-0.29532132,-0.747678,train
Sample_028,0.33228603,-0.23289604,-0.61288095,train
Sample_030,0.7690287,-1.4038861,1.2776855,train
Sample_002,0.08925286,-0.17366347,0.21311855,valid
Sample_023,0.24715108,-0.16451794,-0.47232154,valid
Sample_029,0.47304562,-0.3423301,-0.8498931,valid
