,LatDim_0,LatDim_1,split
Sample_001,0.5650636,-0.5051337,train
Sample_003,-0.34514955,0.724373,train
Sample_004,0.7969335,-0.5474023,train
Sample_005,-0.9258302,-0.52582324,train
Sample_006,-0.73110205,0.4498724,train
Sample_007,-0.6170372,0.4547923,train
Sample_008,0.9353607,0.14970036,train
Sample_009,0.46121067,1.0752572,train
Sample_010,0.11050385,-0.061147545,train
Sample_012,1.4801836,-1.7228459,train
Sample_013,0.3471857,-2.4105778,train
Sample_014,-0.9682747,1.5466684,train
Sample_016,-1.4257002,0.5255177,train
Sample_017,-0.13298213,-0.44212836,train
Sample_019,-0.447657,0.14205521,train
Sample_024,-1.36777,-0.70591813,train
Sample_025,-1.2651106,-0.5141899,train
Sample_026,1.5108584,0.27581978,train
Sample_027,-0.16110113,0.94480556,train
Sample_028,0.5507274,-0.32827932,train
Sample_030,0.19734275,0.104497276,train
Sample_002,1.8760492,-0.7920164,valid
Sample_023,1.4191046,0.908688,valid
Sample_029,0.25643933,1.3702736,valid
