,LatDim_0,LatDim_1,split
Sample_001,0.29023382,1.390159,train
Sample_003,-0.73293245,-0.96294975,train
Sample_004,-2.2407835,-0.200046,train
Sample_005,0.73303056,-1.880791,train
Sample_006,0.36829463,-0.10889064,train
Sample_007,1.9059206,0.009414192,train
Sample_008,1.6227608,0.7232962,train
Sample_009,-0.17732224,0.85684246,train
Sample_010,-1.0663655,-0.281111,train
Sample_012,2.2535276,-2.677593,train
Sample_013,1.2531354,1.2949271,train
Sample_014,0.18858841,0.05916871,train
Sample_016,-0.44687316,-1.400768,train
Sample_017,0.40329725,1.353601,train
Sample_019,-1.1657203,-0.05503242,train
Sample_024,0.23638798,0.43567547,train
Sample_025,-1.9015982,0.5124128,train
Sample_026,0.45460716,-0.027643068,train
Sample_027,-0.91025954,0.58219874,train
Sample_028,0.20240918,-0.06779936,train
Sample_030,0.05549298,0.22941853,train
Sample_002,-0.24834284,-1.1005015,valid
Sample_023,0.7073447,0.64552313,valid
Sample_029,0.1901152,-1.0387303,valid
