,Gene1,Gene2,Gene3,split
Sample_001,0.32305014,-0.21062687,-0.7110567,train
Sample_003,0.110261716,-0.04018098,-0.33938664,train
Sample_004,0.3748298,-0.73235255,0.7628592,train
Sample_005,0.16053158,-0.2419275,0.09881047,train
Sample_006,0.009497084,0.040532596,-0.16338462,train
Sample_007,-0.09081703,0.12088531,0.011830515,train
Sample_008,-0.09081703,0.12088531,0.011830515,train
Sample_009,0.4302017,-0.8342857,0.85316026,train
Sample_010,-0.073063396,0.08835407,0.040464845,train
Sample_012,0.09449376,-0.21913397,0.3115848,train
Sample_013,0.45913756,-0.88683575,0.89883685,train
Sample_014,0.55828035,-1.0685022,1.0587415,train
Sample_016,0.43369865,-0.29925755,-0.90432256,train
Sample_017,0.3531592,-0.23432273,-0.76405907,train
Sample_019,-0.04067731,0.029010728,0.09269946,train
Sample_024,0.2137944,-0.1228096,-0.52076054,train
Sample_025,-0.09081703,0.12088531,0.011830515,train
Sample_026,-0.09081703,0.12088531,0.011830515,train
Sample_027,0.33280516,-0.21844074,-0.7280955,train
Sample_028,-0.09129782,0.12131081,0.011859469,train
Sample_030,0.28346232,-0.1881403,-0.61186486,train
Sample_002,0.16707242,-0.08501546,-0.43945774,valid
Sample_023,-0.039071955,0.079714686,-0.07982556,valid
Sample_029,0.2818682,-0.5628809,0.61482406,valid
