,Gene1,Gene2,Gene3,split
Sample_001,0.18681353,-0.2959781,0.21571952,train
Sample_003,0.3805333,-0.67970556,0.6416652,train
Sample_004,0.3010451,-0.53883564,0.51968265,train
Sample_005,0.6081457,-1.085957,0.99489045,train
Sample_006,0.3139064,-0.37017775,-0.09084403,train
Sample_007,0.53477955,-0.95501024,0.8810356,train
Sample_008,-0.025696639,0.04534942,0.011248551,train
Sample_009,0.25922158,-0.4631837,0.45340505,train
Sample_010,0.060567785,-0.024210088,-0.13347343,train
Sample_012,0.48462862,-0.45758706,-0.5431182,train
Sample_013,-0.025696639,0.04534942,0.011248551,train
Sample_014,0.48556796,-0.8684198,0.8061999,train
Sample_016,0.12893517,-0.079338275,-0.24817032,train
Sample_017,0.64969933,-0.6545327,-0.60879785,train
Sample_019,0.08369409,-0.042562805,-0.17365646,train
Sample_024,-0.025696639,0.04534942,0.011248551,train
Sample_025,0.6027715,-0.4614172,-1.0431043,train
Sample_026,0.2526627,-0.17864019,-0.4570677,train
Sample_027,0.6492463,-0.49889225,-1.121073,train
Sample_028,0.47006866,-0.83951175,0.78061265,train
Sample_030,0.41140172,-0.30710578,-0.72205186,train
Sample_002,-0.027191978,0.046968438,0.011113746,valid
Sample_023,-0.009567916,0.015466377,0.03849493,valid
Sample_029,0.1575065,-0.101570524,-0.29858,valid
