,LatDim_0,LatDim_1,split
Sample_001,3.164791,0.49835968,train
Sample_003,0.93000245,1.4803363,train
Sample_004,2.1408815,0.6787301,train
Sample_005,1.9508941,-0.8030109,train
Sample_006,0.57326764,0.9110299,train
Sample_007,1.1245989,1.5240808,train
Sample_008,-0.010950446,0.9980959,train
Sample_009,0.5226383,-0.87398386,train
Sample_010,0.7223633,-0.97111183,train
Sample_012,-0.47272962,-0.5366397,train
Sample_013,2.4994664,-2.0034873,train
Sample_014,-0.7698283,0.89868265,train
Sample_016,-0.49272722,1.4488738,train
Sample_017,-2.2637262,-2.0148242,train
Sample_019,1.5961664,-0.78310764,train
Sample_024,-0.44385996,1.6472532,train
Sample_025,-1.472368,0.18519238,train
Sample_026,0.18737459,-0.48809272,train
Sample_027,-0.21730778,0.3068154,train
Sample_028,-0.078918956,-0.7146011,train
Sample_030,-0.376243,-2.0643415,train
Sample_002,1.1167126,-1.813629,valid
Sample_023,-0.9749521,1.0328474,valid
Sample_029,-2.5062892,0.6869927,valid
