,LatDim_0,LatDim_1,split
Sample_001,2.3075018,-0.73830575,train
Sample_003,2.7530956,0.11630949,train
Sample_004,0.56025076,1.1577317,train
Sample_005,0.6668717,1.9613223,train
Sample_006,1.2343688,-0.6955409,train
Sample_007,1.1303663,0.5085947,train
Sample_008,0.25686637,-0.09071432,train
Sample_009,-0.8554773,0.5393342,train
Sample_010,0.3784948,-0.41847256,train
Sample_012,0.99508226,-1.6294274,train
Sample_013,0.43818504,-1.0477028,train
Sample_014,0.9929844,-0.968272,train
Sample_016,0.8560984,-0.17712954,train
Sample_017,-0.59013236,-1.6788255,train
Sample_019,-0.29147366,0.01995748,train
Sample_024,0.30064866,-0.8314966,train
Sample_025,1.4422375,-0.43069887,train
Sample_026,-0.22638199,0.28797597,train
Sample_027,-0.41027638,0.90190214,train
Sample_028,-0.51045215,-0.7787243,train
Sample_030,-0.49993157,0.24121816,train
Sample_002,2.2089567,-0.6895853,valid
Sample_023,0.08983958,-1.6326141,valid
Sample_029,-0.11667879,1.0604582,valid
